paper_id,title,year,authors,abstract,venue,venue_id
3e5c83b7dafde2837f4150088fe6ae4fbbf22848,AI vs. Humans: Comparing road user intention recognition performance,2026,"Koen Vellenga, H. Steinhauer, Göran Falkman, Jonas Andersson, Anders Sjögren",,Transportation Research Part F: Traffic Psychology and Behaviour,1508cae2-28b3-4c10-8fb5-d553cf565c58
61ce0c0dd525325186c5c2e0dbfe339a1ed37231,Artificial intelligence assisted calculation of interfacial heat transfer coefficient in low pressure die castings,2026,"Zhongyao Li, Xuelong Wu, Qinghuai Hou, Xiang Li, Wenbo Wang, H. Qiao, Xiaoying Ma, Shuwei Feng, Shihao Wang, Decai Kong, Yisheng Miao, Ruifeng Dou, Yuling Lang, Junsheng Wang",,International Communications in Heat and Mass Transfer,5df234d6-1f97-43c3-bbad-eb97101fc1de
ef172fb1b645537d914e16392af5c29f6b3c23f6,Adaptive fusion of multi-source information for USV trajectory planning via deep reinforcement learning,2026,"Yunfei Wei, Dongxu Liu, Jiajun Ou, Xiao Guo, Baojin Zheng",,Ocean Engineering,771dfc3e-58bf-4d14-9583-372ad5db9c88
645717e37e6919dd7460ee4325652600f955f99d,Semi-supervised pointwise VIV detection via few-shot and sequential transfer learning,2026,"Sunho Lee, Sunjoong Kim",,Engineering structures,a957d2b3-bedb-47b7-9074-8cf3277cab30
6e67c0f1157d2968f4e99604e269ea8f6f87035f,"Development, pre-training, and fine-tuning of the CoordConv-Unet model for significant wave height retrieval from Himawari-8 satellite imagery",2026,"Wei Zhang, Kunkun Fan, Zhilin Xu, Yanhai Gan, Zhiyi Gao, Renbo Pang",,Ocean Engineering,771dfc3e-58bf-4d14-9583-372ad5db9c88
4f8f36700f17975b1d715ef21ba2000088981ed8,HMTE: Memory-transformer representation learning for knowledge hypergraph completion,2026,"Yifan Xue, Ying Sun, Wanqiang Cai, Yingyao Ma, L. Senhadji, Huazhong Shu, Jiasong Wu",,Neurocomputing,df12d289-f447-47d3-8846-75e39de3ab57
9b5d93f5c173bd19a650ef03e57952369b421bb7,Driving range estimation for electric buses considering battery degradation levels: A self-attention deep learning approach,2026,"Bohan Zhang, Yongxing Wang, Qinwen Zheng, Xiaoyi Li, Qiuyue Sai",,Measurement,
94ddf2fcd9d335a1fd70f3d200f9af97ff1467a2,An interpretable significant wave height forecasting model using a causal AI framework with error correction,2026,"Mingshen Xie, Wenjin Sun, Ying Han, Changming Dong",,Ocean Engineering,771dfc3e-58bf-4d14-9583-372ad5db9c88
8f6e5f0f4da00a92e736e516477da4c4c67f33b3,Cross-backbone pixel consistency and layer-wise attention fusion for weakly supervised semantic segmentation,2026,"Mengya Liu, Lei Zhu, Jiahui Cheng",,Digital Signal Processing,
dd78774263427a3038a15b88aa125e1fd1fdf06a,Role of SSL models: Finetuning and feature optimization for dysarthric speech recognition and keyword spotting,2026,"Paban Sapkota, H. Kathania, Subham Kutum",,Computers & electrical engineering,4b85084f-20f0-4592-a3c6-2f38acb5c0b3
bf13b0c79ec851d03a864665ebfea06ffe8f030c,Hierarchical spatio-temporal dynamic dependency learning for multivariate operating status prediction of pump station units,2026,"Panpan Qiu, Jianzhuo Yan, Yongchuan Yu, Hongxia Xu",,Computers &amp; Industrial Engineering,
1543fe8250bcaa5ca31b59321d3e6589cd90422a,Similarity theory-driven dimensionless parameter migration framework: Digital twin approach for cross-condition gas turbine performance monitoring,2026,"Chuming Gao, Zilang Huang, Aiyang Yu, Hong Xiao, Zhishu Zhang",,Applied Thermal Engineering,25414617-4809-40ff-9ed2-ee2af2296d4e
103be5f4da740a79f7e82ba667361112f1a8a58e,A transformer-enhanced real-time detection method for young fruits in complex orchard environments,2026,"Jinyan Li, Xiyang Li, Jiyong Hu, Mingxia Liang, Keyi Jiang, Hongfei Yang, Min Tian",,Smart Agricultural Technology,049b17f4-e576-40b2-abcb-cc4f5d74068a
440130c1cfc8526e8cbc9a8a17bfd7cb7c1f1c08,Accelerating language giants: A survey of optimization strategies for LLM inference on hardware platforms,2026,"Young Chan Kim, Seok Kyu Yoon, Sung Soo Han, Chae Won Park, Jun Oh Park, Jun Ha Ko, Hyun Kim",,Journal of systems architecture,d6974de6-2e30-4295-bdb9-af21f7988e22
d041f839ee3d6734bea6721a0fdb516e17bf6911,Diverse methods of incorporating physics into neural networks: A comprehensive review,2026,"M. Rajabi, M. Fahs, Maryam Mansouri Bajgiran, Anis Younes, François Lehmann",,Journal of Hydrology,e857b6f5-698d-4789-aaff-08e5186da0b9
52f98bd231f5c88919b11c8940c1365eb3e514f2,An efficient privacy-preserving transformer inference scheme for cloud-based intelligent decision-making in AIoT,2026,"Mingshun Luo, Haolei He, Wenti Yang, Shuai Yuan, Zhitao Guan",,Journal of systems architecture,d6974de6-2e30-4295-bdb9-af21f7988e22
b0d8aa5bd40cbd47afb4486e9d5b7c149119df68,A knowledge-driven approach for automated fire safety compliance checking in operational buildings,2026,"Dayou Chen, Long Chen, Yi Yang, Qiuchen Lu, Craig Hancock, Russell Lock, Simon Sølvsten",,Knowledge-Based Systems,12fff95b-d469-49a0-84a5-4fd4696c3f28
441043c77e2b8193e02245021bd4db4f0407289a,HSPF-Net: Hybrid CNN-transformer with serial-parallel fusion for skin lesion segmentation,2026,"Hao Fang, Yu Sun, Shuai Zhang, Xuyang Teng, Xiaohui Li, Xiaodong Yu",,Digital Signal Processing,
ab05854f3cbcd76f109652419677a892b06979ab,Pack Transformer: Transformer-based hybrid model for lithium-ion battery packs,2026,"Habtamu Hailemichael, B. Ayalew, Miriam Figueroa-Santos, Morgan Barron",,Journal of Power Sources,48372f1f-53da-420c-96a1-47cb3f05f92c
d57583bfafc1d7e9ef45f15945644d21bb438d43,Enhanced ECG arrhythmia detection with deep learning and multi-head attention mechanism,2026,"Saoueb Kerdoudi, Larbi Guezouli, Tahar Dilekh",,Computers & electrical engineering,4b85084f-20f0-4592-a3c6-2f38acb5c0b3
8b447bcafe2e9f2b54bf8e0e61daad41bb035bce,Oncology data extraction with large language models from real-world breast cancer electronic health records in Spanish,2026,"Julio Montes-Torres, Francisco J. Moreno-Barea, Leonardo Franco, N. Ribelles, Emilio Alba, J. Jerez",,Machine Learning with Applications,24440165-229a-4b91-a09d-2d61ce71d94e
ae020375b9fbc637fc64e595f7cfd32f1ff87d1a,Underwater visual tracking with a large scale dataset and image enhancement,2026,"B. Alawode, Sajid Javed, F. Dharejo, Mehnaz Ummar, Arif Mahmoud, Fahad Shahbaz Khan, Jiri Matas",,Neurocomputing,df12d289-f447-47d3-8846-75e39de3ab57
d74d00d00fcb68d74009ec217b95abada2b90430,Estimating structural displacement for offshore engineering structures using continuous normalizing flow model,2026,"Haixu Zhao, Mingqiang Xu, Shuqing Wang, Haojie Ren",,Ocean Engineering,771dfc3e-58bf-4d14-9583-372ad5db9c88
2001f5c875dd2d5e134a31c81cfca38ab8d2180f,Dynamic graph-enhanced multi-scale attention network for FW-UAV fault diagnosis under small sample,2026,"Rong Yi, Jianguang Lu, Xianghong Tang",,Applied Soft Computing,b1994124-f1e8-4f96-a165-b6f19a04fe7e
759d2df52d36624c2b3ccec501b44983d4566ef9,Towards explainable visual question answering via cross-modal causal reasoning,2026,"Wei Li, Fuyun Deng, Zhixin Li",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
36711fe396a0609a6659b3c2af2106f8ceac086d,In-context learning enhanced large language model for robust distribution system state estimation,2026,"Yue Li, Gang Cheng, Junbo Zhao, Yitong Liu",,Applied Energy,00a6fb8b-7f32-4ae0-a417-8033f5f369f9
1cf661142fa3b9903c80df654f8b9eaf080705f1,Contrastive coarse-to-fine medical segmentation with prototype guidance and dual-granularity fusion,2026,"Zekai Liu, Muxi Li, Fei Yang",,Neurocomputing,df12d289-f447-47d3-8846-75e39de3ab57
831bc4ec6c1dc04fd2b8f6c2fcec0849138c22fa,Long-FAS: Cross-domain face anti-spoofing with long text guidance,2026,"Jianwen Zhang, Jianfeng Zhang, Dedong Yang, Rongtao Li, Ziyang Li",,Image and Vision Computing,6cc36eeb-d056-42c4-a306-7bcb239cc442
e56d451984a0445f70a82e796cdbf4a84386747e,A single-to-multiple framework for structural dynamic prediction via graph data representation and mixed strategy deep learning,2026,"Truong-Thang Nguyen, V. Dang, Ngoc-Son Vu, Manh-Hung Ha, Xuan-Dat Pham",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
14c3ea79d6bb22b23a7b749f0f6a3bd74402dca7,One-shot prediction of cross-chemistry Li-ion battery aging trajectories via computational data augmentation and knowledge transfer,2026,"Jie Huang, Yi Yu, Heng Li, Liqun Chen, Peng Wei, Yu Zhou",,Journal of Energy Storage,9c4d2d6f-3684-4677-b2ec-700ebb73e760
c0693bc917f72c0f7917e74ccad5dbd0a6bc5861,Iterative deep learning for cetacean whistle detection in the Strait of Gibraltar,2026,"Alba Márquez-Rodríguez, Neus Pérez-Gimeno, Daniel Benítez-Aragón, Gonzalo M. Arroyo, Andrés De la Cruz",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
19e817c8ae969a310f3aac3d7399b6383654cff6,"Large language models in digital forensics: capabilities, challenges and future directions",2026,"M. Chernyshev, Zubair A. Baig, N. Syed, Robin Doss, Malcolm Shore",,Forensic Science International: Digital Investigation,
c656f4456f1d05ce1d0e4e4d0cad283a0df4bc76,"A comprehensive review of deep learning for solar nowcasting: Enhancing accuracy, reliability, and interpretability",2026,"Zhijin Wang, Senzhen Wu, Yaohui Huang, Ruyu Liu, X. Liu",,Applied Energy,00a6fb8b-7f32-4ae0-a417-8033f5f369f9
211973eab4dbeae8327660e2538a54f370ad2daf,Long-term traffic prediction with inner-outer contrastive representation learning,2026,"Xingli Jia, Yuanhai Qu, Wencong Xu, Zihao Zhao, Haoran Zhu",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
b05637140d729dc4400bb6c59a7b60d3a5088426,A transformer based multi-task deep learning model for urban livability evaluation by fusing remote sensing and textual geospatial data,2026,"Wen Zhou, C. Persello, Dongping Ming, Shaowen Wang, Alfred Stein",,Remote Sensing of Environment,2544009c-f3cc-45f2-b79b-aff3d09cfc34
d50e6190b1ebe5441c291325c1496c18d334ac7e,Enhancing cloud detection across multiple satellite sensors using a combined Swin Transformer and UPerNet deep learning model,2026,"Shulin Pang, Zhanqing Li, Lin Sun, Biao Cao, Zhihui Wang, Xinyuan Xi, Xiaohang Shi, Jing Xu, Jing Wei",,Remote Sensing of Environment,2544009c-f3cc-45f2-b79b-aff3d09cfc34
f38de89d81a8f8ef0a84800ca3b510a742123023,Improved flash drought forecasting and attribution: A spatial-temporal causality-aware deep learning approach,2026,"Sijie Tang, Shuo Wang, Jiping Jiang, Yi Zheng",,Journal of Hydrology,e857b6f5-698d-4789-aaff-08e5186da0b9
999cbd71370545aa9a4d64f98b168cfa181cfbc6,Monocular vision-based 3D ship detection: From image pixels to spatial perception,2026,"Zhe Kang, Feng Ma, He Li, Chen Chen, Zaili Yang, Jin Wang",,Ocean Engineering,771dfc3e-58bf-4d14-9583-372ad5db9c88
3131ba3a6541a8bc0a753324fa2480f788a893f0,Adaptive group-weighted convolutions: Enhancing equivariant networks via learnable symmetry importance maps,2026,"Pradeep Singh, Kanishk Sharma, Balasubramanian Raman",,Neurocomputing,df12d289-f447-47d3-8846-75e39de3ab57
227bb86a64af84dab1bac9ade08aedba75d6d50e,A multi-defect detection framework for sweet potato based on feature fusion and adaptive attention under complex postharvest conditions,2026,"Xinyu Guo, Jian Zhang, Haitao Xiong, Tao Zhang, Ranbing Yang, Xufeng Wang",,Journal of Stored Products Research,7420110e-cb1a-4a64-9aee-a73e7a9e70a1
a942e61cfc827a335dd3ec4ee9ed9400cbf07d83,LiteFormer: A lightweight encoder-only Transformer for efficient financial time series forecasting across global stock indices,2026,"Nguyen Quoc Anh, Tran Truong Tuan Phat, H. X. Son, Thai Thi Thanh Nhan, Nguyen Ngoc Phien, Trung Phan Hoang Tuan, Ngan Nguyen Thi Kim",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
9b3e8ff5c315bb58d260616a0b71d7d757c851b3,Grouped query attention supported with graph-based query clustering,2026,"Ling Zheng, Yujia Zhang, Liang Shen, Chong Miao, Qiang Shen",,Knowledge-Based Systems,12fff95b-d469-49a0-84a5-4fd4696c3f28
9d4c0bf7e037a128744255c35e3dc6830e544513,Progressive deep feature learning network based on fault-aware deformable convolution and its application in railway defect visual inspection,2026,"Jiahao Shen, Sheng Xiang, Penghua Li, Jie Hou, Yongfu Li, Yi Qin",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
5340b7b62da766548e8f24299f63b4fa4965861c,WeTRaC: Scalable EV charging demand forecasting for heavy-duty fleets,2026,"Alexander Aushev, J. Anttila, Yancho Todorov, Ari Hentunen, Mikko Pihlatie",,Applied Energy,00a6fb8b-7f32-4ae0-a417-8033f5f369f9
c8954bc01b3b1e223c1220b083afb9f262753447,A dual-branch fusion network based on Convolutional Neural Network and Mamba for outdoor fire detection,2026,"Jin He, Wei Wang, Zhijian Gou, Xiaozhao Jin, Gexiang Zhang, Mianxiong Dong",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
887bcbfd22b66d43d781ce840881f449e693fd12,Class debiased teacher for source-free object detection,2026,"You Ma, Shihan Mao, Lin Chai, Hongwei Tong",,Knowledge-Based Systems,12fff95b-d469-49a0-84a5-4fd4696c3f28
4461ffa0be643d73005cec4011e1fde03e87863c,Neural style transfer architectures for improving generalization in low-resource spoken language identification,2026,"Spandan Dey, Goutam Saha",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
c010538eb5449b185a77fa88303e1a9d993726ff,Can the tone of central bankers’ speeches help shape inflation expectations?: Evidence from Japan,2026,"Dooyeon Cho, Seunghwa Rho",,"Journal of international financial markets, institutions, and money",b636f98c-be89-43a6-bd85-4f5ebfa9ddc9
7133c643c9b189323fa3044e1c63dde4969f4b3c,A multi-faceted analysis of the influence of state energy policies on spatial clustering of wind and solar farms in the U.S.,2026,"Anton Rozhkov, Koyel Das",,Energy Policy,620ad9e7-3a61-4897-8ebe-b93ac9719c99
3b986c712094a4d717f3fd80865e201441b07cbf,A robust and interpretable framework for sports activity recognition based on wearable sensor signals and image representations,2026,"Jian Li, Yibo Fan, Junhui Gong, Junyi Chen, Ruoyu Chen, Wenyan Zhang, Yuliang Zhao",,Engineering applications of artificial intelligence,1a24ea21-4c37-41d8-9e76-ab802d4afb3e
ad0e075e391856d5c23369c891f470ec7bf76a2b,Accelerating LLM Inference via Low-Bit Fine-Grained Quantization Algorithm and Bit-Level Accelerator Co-Design,2026,"Xilong Xie, Liang Wang, Limin Xiao, Li Ruan, Tairan Zhang, Jinquan Wang, Yongyue Wang, Xiaojian Liao","Large language models (LLMs) have emerged as one of the most impactful and transformative paradigms in natural language processing. Despite their remarkable success, the intensive computational demands and substantial memory footprint impose a significant barrier to efficient LLM inference. In this paper, we present a comprehensive solution to improve LLM inference performance under ultra-low weight precision, meticulously optimized through algorithm and architecture co-design. To achieve this, we first propose a fine-grained intra-cluster bit allocation method that partitions the weights into small clusters and explicitly considers the distribution of outliers and salient points within each cluster. Then, an intra-cluster protection mechanism is proposed to selectively preserve important weights during quantization, where an extended integer format and group-wise scale factor search are further introduced to mitigate accuracy degradation caused by aggressive bit-width reduction. Furthermore, we develop a memory-aligned encoding scheme to facilitate efficient memory access while enabling flexible identification of mixed-precision representations. Finally, we design a lightweight bit-level accelerator for low-bit LLM inference, offering simplified hardware design and enhanced adaptability through parallel bit-level computation. Compared to existing state-of-the-art quantization algorithms, our algorithm achieves higher model accuracy under ultra-low weight precision. Meanwhile, the proposed bit-level accelerator delivers speedups of 1.59<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq1-3628629.gif""/></alternatives></inline-formula>, 1.38<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq2-3628629.gif""/></alternatives></inline-formula>, and 1.61<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq3-3628629.gif""/></alternatives></inline-formula>, along with energy efficiency improvements of 1.52<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq4-3628629.gif""/></alternatives></inline-formula>, 1.42<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq5-3628629.gif""/></alternatives></inline-formula>, and 1.22<inline-formula><tex-math notation=""LaTeX"">$\boldsymbol{\times}$</tex-math><alternatives><mml:math><mml:mo mathvariant=""bold"">×</mml:mo></mml:math><inline-graphic xlink:href=""wang-ieq6-3628629.gif""/></alternatives></inline-formula> over ANT, OliVe, and FineQ, respectively.",IEEE transactions on computers,42cd70f7-45f1-4f5a-9723-42d222d6c56e
fb912454fceb2d8f1b2861a2689ff1ec82fcb016,A multi-scale representation and multi-level decision learning network for multimodal sentiment analysis,2026,"Xiang Li, Zhiqiang Dong, Xianfu Cheng, Dezhuang Miao, Haijun Zhang, Tianbo Wang, Xiaoming Zhang, Zhoujun Li",,Expert systems with applications,987139ae-a65d-49bb-aaf6-fb764dc40b19
